year,month,day,Power (MW),Coal Fuel Energy (MW),Biomass Fuel Energy (MW),Oil Fuel Energy (MW),Flue Gas Flow (Nm3/s),Oxygen content (%),Flue Gas Pressure (bar),Flue Gas Temp (degC),Coal Fuel Proportion,Biomass Fuel Proportion
2023,12,9,156.97,68.52,132.71,0,74.61,4.45,0.995,158.86,0.16,0.85
2023,12,10,154.21,63.68,129.01,0,73.77,4.29,0.989,161.02,0.16,0.84
2023,12,11,150.71,67.67,128.15,0,72,4.36,0.981,160.37,0.15,0.85
2023,12,12,153.77,77.19,116.79,0,72.48,4.23,0.984,160.8,0.24,0.76
2023,12,13,151.63,67.42,126.34,0,72.96,4.28,0.986,161.51,0.17,0.83
2023,12,14,154.78,39.66,135.78,0,75.83,4.24,0.991,160.15,0.12,0.88
2023,12,15,165.77,59.69,128.46,0,80.94,4.3,1.004,161.67,0.23,0.78
2023,12,16,169.46,67.13,127.5,0,82.19,4.4,1.009,161.32,0.25,0.75
2023,12,17,160.77,78.21,121.66,0,78.01,4.31,1.005,160.44,0.24,0.76
2023,12,18,150.07,63.3,128.97,0,72.99,4.4,1.002,160.57,0.14,0.86
2023,12,19,182.86,71,135.53,0,86.67,4.31,0.993,161.41,0.26,0.74
2023,12,20,152.73,62.45,126.71,0,75.09,4.35,0.983,159.31,0.17,0.83
2023,12,21,108.36,63.91,72.52,0,55.05,7.5,0.968,162.03,0.33,0.67
2023,12,22,157.69,62.16,127.91,0,77.17,3.46,0.955,160.42,0.19,0.81
2023,12,23,156.89,64.09,123.51,0,77.52,3.55,0.965,161.57,0.21,0.79
2023,12,24,152.46,46.92,126.07,0,74.82,4.28,0.977,161.88,0.17,0.83
2023,12,25,154.22,63.68,113.1,0,74,4.19,0.974,162.09,0.27,0.73
2023,12,26,148.34,62.87,118.22,0,72.19,4.37,0.982,159.71,0.20,0.80
2023,12,27,146.79,84.4,95.8,0,69.16,4.84,0.994,161.01,0.35,0.65
2023,12,28,150.98,88.43,108.67,0,73.48,4.44,0.993,161.01,0.28,0.72
2023,12,29,164.36,68.4,138.71,0,80.58,4.28,0.988,161.7,0.16,0.84
2023,12,30,151.71,71.08,123.58,0,72.01,6.02,0.987,161.83,0.19,0.82
2023,12,31,155.95,66.85,114.17,0,75.95,4.42,0.993,161.34,0.27,0.73
